"","species_name","Fire_Type"
"2434","Setaria rariflora","Unmeasured"
"2435","Setaria reverchonii","Unmeasured"
"2436","Setaria reverchonii ssp. firmula","Unmeasured"
"2437","Setaria reverchonii ssp. ramiseta","Unmeasured"
"2438","Setaria reverchonii ssp. reverchonii","Unmeasured"
"2439","Setaria scheelei","Unmeasured"
"2440","Setaria setosa","Unmeasured"
"2441","Setaria setosa var. setosa","Unmeasured"
"2442","Setaria texana","Unmeasured"
"2443","Setaria villosissima","Unmeasured"
"2444","Setaria vulpiseta","Unmeasured"
"2445","Setariopsis auriculata","Unmeasured"
"2446","Sorghastrum elliottii","Unmeasured"
"2447","Sorghastrum nutans","Unmeasured"
"2448","Sorghastrum secundum","Unmeasured"
"2449","Spartina alterniflora","Unmeasured"
"2450","Spartina bakeri","Unmeasured"
"2451","Spartina caespitosa","Unmeasured"
"2452","Spartina cynosuroides","Unmeasured"
"2453","Spartina foliosa","Unmeasured"
"2454","Spartina gracilis","Unmeasured"
"2455","Spartina patens","Unmeasured"
"2456","Spartina pectinata","Unmeasured"
"2457","Spartina spartinae","Unmeasured"
"2458","Sphenopholis filiformis","Unmeasured"
"2459","Sphenopholis intermedia","Unmeasured"
"2460","Sphenopholis longiflora","Unmeasured"
"2461","Sphenopholis nitida","Unmeasured"
"2462","Sphenopholis obtusata","Unmeasured"
"2463","Sphenopholis pallens","Unmeasured"
"2464","Sphenopholis pensylvanica","Unmeasured"
"2465","Sporobolus airoides","Unmeasured"
"2466","Sporobolus buckleyi","Unmeasured"
"2467","Sporobolus clandestinus","Unmeasured"
"2468","Sporobolus compositus","Unmeasured"
"2469","Sporobolus compositus var. compositus","Unmeasured"
"2470","Sporobolus compositus var. drummondii","Unmeasured"
"2471","Sporobolus compositus var. macer","Unmeasured"
"2472","Sporobolus contractus","Unmeasured"
"2473","Sporobolus cryptandrus","Unmeasured"
"2474","Sporobolus curtissii","Unmeasured"
"2475","Sporobolus domingensis","Unmeasured"
"2476","Sporobolus flexuosus","Unmeasured"
"2477","Sporobolus floridanus","Unmeasured"
"2478","Sporobolus giganteus","Unmeasured"
"2479","Sporobolus heterolepis","Unmeasured"
"2480","Sporobolus indicus","Unmeasured"
"2481","Sporobolus indicus var. indicus","Unmeasured"
"2482","Sporobolus indicus var. pyramidalis","Unmeasured"
"2483","Sporobolus interruptus","Unmeasured"
"2484","Sporobolus junceus","Unmeasured"
"2485","Sporobolus nealleyi","Unmeasured"
"2486","Sporobolus neglectus","Unmeasured"
"2487","Sporobolus pinetorum","Unmeasured"
"2488","Sporobolus purpurascens","Unmeasured"
"2489","Sporobolus pyramidatus","Unmeasured"
"2490","Sporobolus silveanus","Unmeasured"
"2491","Sporobolus teretifolius","Unmeasured"
"2492","Sporobolus texanus","Unmeasured"
"2493","Sporobolus tharpii","Unmeasured"
"2494","Sporobolus vaginiflorus","Unmeasured"
"2495","Sporobolus vaginiflorus var. ozarkanus","Unmeasured"
"2496","Sporobolus vaginiflorus var. vaginiflorus","Unmeasured"
"2497","Sporobolus virginicus","Unmeasured"
"2498","Sporobolus wrightii","Unmeasured"
"2499","Steinchisma hians","Unmeasured"
"2500","Stenotaphrum secundatum","Unmeasured"
"2501","Swallenia alexandrae","Unmeasured"
"2502","Thinopyrum junceiforme","Unmeasured"
"2503","Torreyochloa californica","Unmeasured"
"2504","Torreyochloa erecta","Unmeasured"
"2505","Torreyochloa pallida","Unmeasured"
"2506","Torreyochloa pallida var. fernaldii","Unmeasured"
"2507","Torreyochloa pallida var. pallida","Unmeasured"
"2508","Torreyochloa pallida var. pauciflora","Unmeasured"
"2509","Trachypogon spicatus","Unmeasured"
"2510","Trichloris crinita","Unmeasured"
"2511","Trichloris pluriflora","Unmeasured"
"2512","Trichoneura elegans","Unmeasured"
"2513","Trichophorum alpinum","Unmeasured"
"2514","Trichophorum cespitosum","Unmeasured"
"2515","Trichophorum clementis","Unmeasured"
"2516","Trichophorum clintonii","Unmeasured"
"2517","Trichophorum planifolium","Unmeasured"
"2518","Trichophorum pumilum","Unmeasured"
"2519","Tridens albescens","Unmeasured"
"2520","Tridens ambiguus","Unmeasured"
"2521","Tridens buckleyanus","Unmeasured"
"2522","Tridens carolinianus","Unmeasured"
"2523","Tridens congestus","Unmeasured"
"2524","Tridens eragrostoides","Unmeasured"
"2525","Tridens flavus","Unmeasured"
"2526","Tridens flavus var. chapmanii","Unmeasured"
"2527","Tridens flavus var. flavus","Unmeasured"
"2528","Tridens muticus","Unmeasured"
"2529","Tridens muticus var. elongatus","Unmeasured"
"2530","Tridens muticus var. muticus","Unmeasured"
"2531","Tridens strictus","Unmeasured"
"2532","Tridens texanus","Unmeasured"
"2533","Triglochin concinna","Unmeasured"
"2534","Triglochin gaspensis","Unmeasured"
"2535","Triglochin maritima","Unmeasured"
"2536","Triglochin palustris","Unmeasured"
"2537","Triglochin striata","Unmeasured"
"2538","Triplasis americana","Unmeasured"
"2539","Triplasis purpurea","Unmeasured"
"2540","Tripogon spicatus","Unmeasured"
"2541","Tripsacum dactyloides","Unmeasured"
"2542","Tripsacum floridanum","Unmeasured"
"2543","Tripsacum lanceolatum","Unmeasured"
"2544","Trisetum canescens","Unmeasured"
"2545","Trisetum interruptum","Unmeasured"
"2546","Trisetum melicoides","Unmeasured"
"2547","Trisetum orthochaetum","Unmeasured"
"2548","Trisetum sibiricum","Unmeasured"
"2549","Trisetum sibiricum ssp. litorale","Unmeasured"
"2550","Trisetum sibiricum ssp. sibiricum","Unmeasured"
"2551","Trisetum spicatum","Unmeasured"
"2552","Trisetum wolfii","Unmeasured"
"2553","Tuctoria greenei","Unmeasured"
"2554","Tuctoria mucronata","Unmeasured"
"2555","Uniola paniculata","Unmeasured"
"2556","Urochloa adspersa","Unmeasured"
"2557","Urochloa arizonica","Unmeasured"
"2558","Urochloa ciliatissima","Unmeasured"
"2559","Urochloa fusca","Unmeasured"
"2560","Urochloa platyphylla","Unmeasured"
"2561","Urochloa texana","Unmeasured"
"2562","Vahlodea atropurpurea","Unmeasured"
"2563","Vaseyochloa multinervosa","Unmeasured"
"2564","Vulpia elliotea","Unmeasured"
"2565","Vulpia microstachys","Unmeasured"
"2566","Vulpia microstachys var. ciliata","Unmeasured"
"2567","Vulpia microstachys var. confusa","Unmeasured"
"2568","Vulpia microstachys var. microstachys","Unmeasured"
"2569","Vulpia microstachys var. pauciflora","Unmeasured"
"2570","Vulpia octoflora","Unmeasured"
"2571","Vulpia octoflora var. glauca","Unmeasured"
"2572","Vulpia octoflora var. hirtella","Unmeasured"
"2573","Vulpia octoflora var. octoflora","Unmeasured"
"2574","Websteria confervoides","Unmeasured"
"2575","Willkommia texana","Unmeasured"
"2576","Zizania aquatica","Unmeasured"
"2577","Zizania aquatica var. aquatica","Unmeasured"
"2578","Zizania aquatica var. brevis","Unmeasured"
"2579","Zizania palustris","Unmeasured"
"2580","Zizania palustris var. interior","Unmeasured"
"2581","Zizania palustris var. palustris","Unmeasured"
"2582","Zizania texana","Unmeasured"
"2583","Zizaniopsis miliacea","Unmeasured"
"2584","Zizaniopsis miliacea","Unmeasured"
"2585","Aegilops cylindrica","Unmeasured"
"2586","Aegilops cylindrica","Unmeasured"
"2587","Aegilops triuncialis","Unmeasured"
"2588","Agropyron cristatum","Unmeasured"
"2589","Agropyron cristatum","Unmeasured"
"2590","Agropyron cristatum sensu amplo","Unmeasured"
"2591","Agrostis avenacea","Unmeasured"
"2592","Agrostis capillaris","Unmeasured"
"2593","Agrostis gigantea","Unmeasured"
"2594","Agrostis stolonifera","Unmeasured"
"2595","Agrostis stolonifera L","Unmeasured"
"2596","Alopecurus myosuroides","Unmeasured"
"2597","Alopecurus pratensis","Unmeasured"
"2598","Alopecurus pratensis L","Unmeasured"
"2599","Ammophila arenaria","Unmeasured"
"2600","Ammophila arenaria (L.) Link","Unmeasured"
"2601","Ammophila breviligulata","Unmeasured"
"2602","Ampelodesmos mauritanica","Unmeasured"
"2603","Andropogon bladhii","Unmeasured"
"2604","Andropogon bladhii Retz.","Unmeasured"
"2605","Andropogon gayanus","Unmeasured"
"2606","Andropogon gayanus Kunth","Unmeasured"
"2607","Andropogon virginicus","Unmeasured"
"2608","Anisantha sterilis","Unmeasured"
"2609","Anthoxanthum odoratum","Unmeasured"
"2610","Arrhenatherum elatius","Invasive/Fire Promoting"
"2611","Arrhenatherum elatius (L.) J. Presl et C. Presl","Invasive/Fire Promoting"
"2612","Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl.","Invasive/Fire Promoting"
"2613","Arthraxon hispidus","Unmeasured"
"2614","Arundo donax","Unmeasured"
"2615","Arundo donax L.","Unmeasured"
"2616","Arundo donax L. Poaceae","Unmeasured"
"2617","Avena barbata","Unmeasured"
"2618","Avena fatua","Unmeasured"
"2619","Avena sativa","Unmeasured"
"2620","Axonopus compressus","Unmeasured"
"2621","Bothriochloa ischaemum","Unmeasured"
"2622","Bothriochloa ischaemum var. ischaemum","Unmeasured"
"2623","Bothriochloa ischaemum var. songarica","Unmeasured"
"2624","Brachiaria brizantha","Unmeasured"
"2625","Brachiaria decumbens","Unmeasured"
"2626","Brachiaria mutica","Unmeasured"
"2627","Brachypodium sylvaticum","Unmeasured"
"2628","Briza maxima","Unmeasured"
"2629","Briza minor","Unmeasured"
"2630","Bromus arvensis","Unmeasured"
"2631","Bromus briziformis","Unmeasured"
"2632","Bromus catharticus","Unmeasured"
"2633","Bromus diandrus","Unmeasured"
"2634","Bromus hordeaceus","Unmeasured"
"2635","Bromus hordeaceus L.","Unmeasured"
"2636","Bromus inermis","Unmeasured"
"2637","Bromus inermis Leyss. DC","Unmeasured"
"2638","Bromus japonicus","Unmeasured"
"2639","Bromus madritensis","Unmeasured"
"2640","Bromus madritensis L.","Unmeasured"
"2641","Bromus madritensis L. ssp. Rubens","Unmeasured"
"2642","Bromus madritensis ssp. rubens","Unmeasured"
"2643","Bromus madritensis subsp. Rubens","Unmeasured"
"2644","Bromus mollis","Unmeasured"
"2645","Bromus rubens","Invasive/Fire Promoting"
"2646","Bromus rubens L.","Invasive/Fire Promoting"
"2647","Bromus squarrosus","Unmeasured"
"2648","Bromus sterilis","Unmeasured"
"2649","Bromus tectorum","Invasive/Fire Promoting"
"2650","Bromus tectorum L","Invasive/Fire Promoting"
"2651","Bromus tectorum L.","Invasive/Fire Promoting"
"2652","Bromust tectorum","Invasive/Fire Promoting"
"2653","Calamagrostis epigeios","Unmeasured"
"2654","Carex blanda","Unmeasured"
"2655","Carex diluta","Unmeasured"
"2656","Carex kobomugi","Unmeasured"
"2657","Carex macrocephala","Unmeasured"
"2658","Catapodium rigidum","Unmeasured"
"2659","Cenchrus biflorus","Unmeasured"
"2660","Cenchrus ciliaris","Unmeasured"
"2661","Cenchrus clandestinus","Unmeasured"
"2662","Cenchrus echinatus","Unmeasured"
"2663","Cenchrus incertus","Unmeasured"
"2664","Cenchrus longisetus","Unmeasured"
"2665","Cenchrus longispinus","Unmeasured"
"2666","Cenchrus polystachios","Unmeasured"
"2667","Cenchrus purpureus","Unmeasured"
"2668","Cenchrus setaceus","Unmeasured"
"2669","Cenchrus spinifex","Unmeasured"
"2670","Chloris gayana","Unmeasured"
"2671","Cortaderia jubata","Unmeasured"
"2672","Cortaderia selloana","Unmeasured"
"2673","Cortaderia selloana Asch. & Graebn.","Unmeasured"
"2674","Cynodon dactlyon","Unmeasured"
"2675","Cynodon dactylon","Unmeasured"
"2676","Cynodon dactylon (L.) Pers. Poaceae","Unmeasured"
"2677","Cynosurus echinatus","Invasive/Fire Promoting"
"2678","Cyperis difformis","Unmeasured"
"2679","Cyperus alternifolius","Unmeasured"
"2680","Cyperus brevifolius","Unmeasured"
"2681","Cyperus difformis","Unmeasured"
"2682","Cyperus entrerianus","Unmeasured"
"2683","Cyperus eragrostis","Unmeasured"
"2684","Cyperus esculentus","Unmeasured"
"2685","Cyperus esculentus L.","Unmeasured"
"2686","Cyperus esculentus L. Cyperaceae","Unmeasured"
"2687","Cyperus fuscus","Unmeasured"
"2688","Cyperus globosus","Unmeasured"
"2689","Cyperus glomeratus","Unmeasured"
"2690","Cyperus involucratus","Unmeasured"
"2691","Cyperus iria","Unmeasured"
"2692","Cyperus iria L. Cyperaceae","Unmeasured"
"2693","Cyperus papyrus","Unmeasured"
"2694","Cyperus pumilus","Unmeasured"
"2695","Cyperus rotundus","Unmeasured"
"2696","Cyperus rotundus L","Unmeasured"
"2697","Dactylis glomerata","Unmeasured"
"2698","Dactylis glomerata L.","Unmeasured"
"2699","Dactyloctenium aegyptium","Unmeasured"
"2700","Deschampsia caespitosa","Unmeasured"
"2701","Dichanthium annulatum","Unmeasured"
"2702","Dichanthium saccharoides","Unmeasured"
"2703","Digitaria didactyla","Unmeasured"
"2704","Digitaria eriantha","Unmeasured"
"2705","Digitaria ischaemum (Schreb.) Muhl.","Unmeasured"
"2706","Digitaria sanguinalis","Unmeasured"
"2707","Echinochloa colona","Unmeasured"
"2708","Echinochloa crus-galli","Unmeasured"
"2709","Echinochloa crus-galli (L.) P. Beauv.","Unmeasured"
"2710","Echinochloa pyramidalis","Unmeasured"
"2711","Ehrharta calycina","Invasive/Fire Promoting"
"2712","Ehrharta erecta","Unmeasured"
"2713","Ehrharta longiflora","Unmeasured"
"2714","Eleusine indica","Unmeasured"
"2715","Eleusine tristachya","Unmeasured"
"2716","Elymus athericus","Unmeasured"
"2717","Elymus caput-medusae","Unmeasured"
"2718","Elymus hystrix","Unmeasured"
"2719","Elymus repens","Unmeasured"
"2720","Elytrigia intermedia","Unmeasured"
"2721","Elytrigia repens","Unmeasured"
"2722","Eragrostis curvula","Invasive/Fire Promoting"
"2723","Eragrostis lehmanniana","Unmeasured"
"2724","Eragrostis lehmanniana Hees","Unmeasured"
"2725","Eragrostis minor Host","Unmeasured"
"2726","Eragrostis plana","Unmeasured"
"2727","Eragrostis plana Nees Poaceae","Unmeasured"
"2728","Eriochloa villosa","Unmeasured"
"2729","Ermocholoa ophiuroides","Unmeasured"
"2730","Festuca arundinacea","Unmeasured"
"2731","Festuca arundinacea Schreb.","Unmeasured"
"2732","Festuca arunindacea","Unmeasured"
"2733","Festuca elatior","Unmeasured"
"2734","Festuca perennis","Unmeasured"
"2735","Festuca rubra","Unmeasured"
"2736","Fimbristylis dichotoma","Unmeasured"
"2737","Glyceria maxima","Unmeasured"
"2738","Halophila stipulacea","Unmeasured"
"2739","Hemarthria altissima","Unmeasured"
"2740","Heteropogon contortus","Unmeasured"
"2741","Holcus lanatus","Unmeasured"
"2742","Holcus lanatus L.","Unmeasured"
"2743","Hordeum jubatum L.","Unmeasured"
"2744","Hordeum marinum","Unmeasured"
"2745","Hordeum murinum","Unmeasured"
"2746","Hordeum murinum L.","Unmeasured"
"2747","Hymenachne amplexicaulis","Unmeasured"
"2748","Hymenachne amplexicaulis cv. Olive","Unmeasured"
"2749","Hyparrhenia hirta","Unmeasured"
"2750","Hyparrhenia rufa","Unmeasured"
"2751","Imperata cylindria","Invasive/Fire Promoting"
"2752","Imperata cylindrica","Invasive/Fire Promoting"
"2753","Imperata cylindrical","Invasive/Fire Promoting"
"2754","Juncus acutus","Unmeasured"
"2755","Juncus articulatus","Unmeasured"
"2756","Juncus bufonius","Unmeasured"
"2757","Juncus effusus","Unmeasured"
"2758","Juncus effusus var. solutus","Unmeasured"
"2759","Juncus ingens","Unmeasured"
"2760","Juncus tenuis","Unmeasured"
"2761","Lagurus ovatus","Unmeasured"
"2762","Lolium arundinaceum","Unmeasured"
"2763","Lolium multiflorum","Unmeasured"
"2764","Lolium multiflorum (Lam.)","Unmeasured"
"2765","Lolium multiflorum Lam.","Unmeasured"
"2766","Lolium perenne","Unmeasured"
"2767","Lolium perenne L.","Unmeasured"
"2768","Lolium rigidum","Unmeasured"
"2769","Megathyrsus maximus","Unmeasured"
"2770","Megathyrus maximus","Unmeasured"
"2771","Melinis minutiflora","Invasive/Fire Promoting"
"2772","Melinis minutiflora Beauv.","Invasive/Fire Promoting"
"2773","Melinis repens","Unmeasured"
"2774","Microstegium vimineum","Invasive/Fire Promoting"
"2775","Microstegium vimineum (Trin.) A. Camus","Invasive/Fire Promoting"
"2776","Microstegium vimineum A. Camus","Invasive/Fire Promoting"
"2777","Miscanthus giganteus","Unmeasured"
"2778","Miscanthus sacchariflorus","Unmeasured"
"2779","Miscanthus sinensis","Invasive/Fire Promoting"
"2780","Molinia caerulea","Unmeasured"
"2781","Muhlenbergla schreberi","Unmeasured"
"2782","Nardus stricta","Unmeasured"
"2783","Nassella neesiana","Unmeasured"
"2784","Nassella trichotoma","Unmeasured"
"2785","Neyraudia reynaudiana","Unmeasured"
"2786","Oryza sativa","Unmeasured"
"2787","Panicum acuminatum","Unmeasured"
"2788","Panicum capillare","Unmeasured"
"2789","Panicum dichotomiflorum","Unmeasured"
"2790","Panicum dichotomiflorum Michx.","Unmeasured"
"2791","Panicum maximum","Unmeasured"
"2792","Panicum maxium","Unmeasured"
"2793","Panicum miliaceum","Unmeasured"
"2794","Panicum repens","Unmeasured"
"2795","Panicum virgatum","Unmeasured"
"2796","Paspalum conjugatum","Unmeasured"
"2797","Paspalum dilatatum","Unmeasured"
"2798","Paspalum distichum","Unmeasured"
"2799","Paspalum distichum L.","Unmeasured"
"2800","Paspalum mandiocanum","Unmeasured"
"2801","Paspalum notatum","Unmeasured"
"2802","Paspalum urvillei","Unmeasured"
"2803","Paspalum vaginatum","Unmeasured"
"2804","Pennisetum alopecuroides","Unmeasured"
"2805","Pennisetum ciliare","Invasive/Fire Promoting"
"2806","Pennisetum ciliare L","Invasive/Fire Promoting"
"2807","Pennisetum clandestinum","Unmeasured"
"2808","Pennisetum polystachion","Unmeasured"
"2809","Pennisetum purpureum","Unmeasured"
"2810","Pennisetum setaceum","Unmeasured"
"2811","Phalaris aquatica","Unmeasured"
"2812","Phalaris arundinacea","Unmeasured"
"2813","Phalaris canariensis","Unmeasured"
"2814","Phalaris minor","Unmeasured"
"2815","Phleum pratense","Unmeasured"
"2816","Phragmites australis","Invasive/Fire Promoting"
"2817","Phragmites australis (Cav.) Trin. ex Steud","Invasive/Fire Promoting"
"2818","Phragmites australis (Cav.) Trin. ex Steud.","Invasive/Fire Promoting"
"2819","Phragmites australis (Cav.) Trin. ex Steud. ssp. americanus Saltonst.","Invasive/Fire Promoting"
"2820","Phragmites australis (Cav.) Trin. ex. Steud.","Invasive/Fire Promoting"
"2821","Phragmites australis subsp. Australis","Invasive/Fire Promoting"
"2822","Phragmites australis;","Invasive/Fire Promoting"
"2823","Phragmites autralis","Invasive/Fire Promoting"
"2824","Phyllostachys aurea","Unmeasured"
"2825","Phyllostachys edulis","Unmeasured"
"2826","Poa annua","Unmeasured"
"2827","Poa bulbosa","Unmeasured"
"2828","Poa compressa","Unmeasured"
"2829","Poa pratensis","Unmeasured"
"2830","Poa pratensis L.","Unmeasured"
"2831","Polypogon monspeliensis","Unmeasured"
"2832","Rhynchelytrum repens","Unmeasured"
"2833","Saccharum spontaneum","Unmeasured"
"2834","Sasa kurilensis","Unmeasured"
"2835","Schedonorus arundinaceus","Unmeasured"
"2836","Schedonorus phoenix","Unmeasured"
"2837","Schismus arabicus","Unmeasured"
"2838","Schismus barbatus","Invasive/Fire Promoting"
"2839","Schizachyrium condensatum","Unmeasured"
"2840","Schoenoplectus triqueter","Unmeasured"
"2841","Scirpus triqueter","Unmeasured"
"2842","Secale cereale","Unmeasured"
"2843","Setaria faberi","Unmeasured"
"2844","Setaria glauca","Unmeasured"
"2845","Setaria megaphylla","Unmeasured"
"2846","Setaria palmifolia","Unmeasured"
"2847","Setaria parviflora","Unmeasured"
"2848","Setaria parviflora (Poir.) Kerguelen","Unmeasured"
"2849","Setaria pumila","Unmeasured"
"2850","Setaria sphacelata","Unmeasured"
"2851","Sorghum halepense","Unmeasured"
"2852","Sorghum halepense (L.) Pers.","Unmeasured"
"2853","Sorghum halepense (L.) Pers. Poaceae","Unmeasured"
"2854","Spartina alterniflora","Unmeasured"
"2855","Spartina alterniflora x foliosa","Unmeasured"
"2856","Spartina anglica","Unmeasured"
"2857","Spartina densiflora","Unmeasured"
"2858","Spartina densiflora × foliosa","Unmeasured"
"2859","Spartina patens","Unmeasured"
"2860","Spartina townsendi","Unmeasured"
"2861","Spartina x townsendii","Unmeasured"
"2862","Sporobolus indicus","Unmeasured"
"2863","Sporobolus indicus (L.) R. Br. var. indicus;Sporobolus indicus (L.) R. Br. var. pyramidalis","Unmeasured"
"2864","Sporobolus natalensis","Unmeasured"
"2865","Sporobolus pyramidalis","Unmeasured"
"2866","Sporobolus pyramidalis;Sporobolus africanus;Sporobolus fertilis","Unmeasured"
"2867","Stenotaphrum secundatum","Unmeasured"
"2868","Stenotaphrum secundatum (Walter) Kunzte","Unmeasured"
"2869","Stipa neesiana","Unmeasured"
"2870","Taeniatherum caput-medusae","Invasive/Fire Promoting"
"2871","Taeniatherum caputmedusae","Invasive/Fire Promoting"
"2872","Themeda quadrivalvis","Unmeasured"
"2873","Thinopyrum junceiforme","Unmeasured"
"2874","Urochloa arrecta","Unmeasured"
"2875","Urochloa brizantha","Unmeasured"
"2876","Urochloa decumbens","Unmeasured"
"2877","Urochloa maxima","Unmeasured"
"2878","Urochloa mutica","Unmeasured"
"2879","Urochloa mutica (Forsk.) T.Q. Nguyen","Unmeasured"
"2880","Urochloa subquadripara","Unmeasured"
"2881","Ventenata dubia","Unmeasured"
"2882","Vulpia bromoides","Unmeasured"
"2883","Vulpia myuros","Unmeasured"
"2884","Zizania latifolia","Unmeasured"
